product_slug,product_name,image_count_ok,total_images,bad_images,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12
nan-mauve-solo-ties,Nan Mauve Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_mauve-solo-ties_2.0.jpg,,,,,,,,,,,
nan-mauve-bowtie-or-tie,Nan Mauve Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_02/nan_mauve-bowtie-or-tie_2.0.jpg,,,,,,,,,,,
nan-medium-solo-ties,Purple Nan Medium Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_medium-purple-solo-ties_2.0.jpg,,,,,,,,,,,
nan-medium-bowtie-or-tie,Purple Nan Medium Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_medium-purple-bowtie-or-tie_3.0.jpg,,,,,,,,,,,
nan-mermaid-bowtie-or-tie,Green Nan Mermaid Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_mermaid-green-bowtie-or-tie_3.0.jpg,,,,,,,,,,,
nan-mermaid-solo-ties,Green Nan Mermaid Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_02/nan_mermaid-green-solo-ties_2.0.jpg,,,,,,,,,,,
nan-of-bowtie,Royal Blue Nan OF Bowtie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_copy-of-royal-blue-bowtie_1.0.png,,,,,,,,,,,
nan-of-skinny-tie,Black Nan OF Skinny Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_copy-of-black-skinny-tie_9.0.png,,,,,,,,,,,
nan-pastel-bowtie-or-tie,Purple Nan Pastel Bowtie OR Tie,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_02/nan_pastel-green-bowtie-or-tie_3.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_pastel-purple-bowtie-or-tie_1.0.jpg,,,,,,,,,,
nan-plum-solo-ties,Nan Plum Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_plum-solo-ties_3.0.jpg,,,,,,,,,,,
nan-pastel-solo-ties,Purple Nan Pastel Solo Ties,2,2,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_pastel-green-solo-ties_3.0.jpg,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_pastel-purple-solo-ties_3.0.jpg,,,,,,,,,,
nan-powder-solo-ties,Blue Nan Powder Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_02/nan_powder-blue-solo-ties_2.0.jpg,,,,,,,,,,,
nan-plum-bowtie-or-tie,Nan Plum Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_plum-bowtie-or-tie_3.0.jpg,,,,,,,,,,,
nan-powder-bowtie-or-tie,Blue Nan Powder Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/nan_powder-blue-bowtie-or-tie_4.0.jpg,,,,,,,,,,,
nan-rust-solo-ties,Nan Rust Solo Ties,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_rust-solo-ties_2.0.jpg,,,,,,,,,,,
nan-rust-bowtie-or-tie,Nan Rust Bowtie OR Tie,1,1,0,https://pub-5cd8c531c0034986bf6282a223bd0564.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_rust-bowtie-or-tie_2.0.jpg,,,,,,,,,,,
